Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
279,Lonzo Ball,28,CLE,PG,15,3,24,2,6.5,0.306,1.5,5.4,0.284,0.5,1.1,0.412,0.423,0.5,0.8,0.667,0.9,3.4,4.3,5.2,1.1,0.3,2,2,6.1,,balllo01
280,Yves Missi,21,NOP,C,14,5,20.1,2.6,4.6,0.569,0,0,,2.6,4.6,0.569,0.569,0.9,1.6,0.545,3.3,2.1,5.4,1.4,0.2,1.3,1,1.9,6.1,,missiyv01
281,Taurean Prince,31,MIL,SF,8,0,21.1,2.1,4.8,0.447,1.5,3.5,0.429,0.6,1.3,0.5,0.605,0.4,0.4,1,0,1.6,1.6,1,0.8,0.3,0.6,2.5,6.1,,princta02
282,Jamal Shead,23,TOR,PG,19,0,18.6,1.8,4.4,0.417,1,2.5,0.404,0.8,1.9,0.432,0.53,1.4,1.8,0.794,0.3,1.3,1.6,5.5,0.8,0.1,1.2,1.9,6.1,,sheadja01
283,Steven Adams,32,HOU,C,14,4,21.9,2.2,4.4,0.508,0,0,,2.2,4.4,0.508,0.508,1.6,2.1,0.733,5,4.2,9.2,1.5,0.6,0.6,1.1,2.1,6,,adamsst01
284,Jaden Hardy,23,DAL,SG,16,0,11.1,1.9,4.9,0.385,1.3,3.1,0.4,0.6,1.8,0.357,0.513,1,1.3,0.8,0.3,1.1,1.3,0.4,0.3,0.1,0.9,1.3,6,,hardyja02
285,Jett Howard,22,ORL,SF,14,0,11,2.2,4.9,0.456,1.2,3.1,0.386,1,1.7,0.583,0.581,0.4,0.4,1,0.3,0.9,1.1,0.8,0.1,0.2,0.1,0.8,6,,howarje01
286,Jahmai Mashack,23,MEM,SG,1,0,6,2,4,0.5,2,4,0.5,0,0,,0.75,0,0,,0,2,2,0,0,0,0,0,6,,mashaja01
287,Doug McDermott,34,SAC,SF,1,0,8,2,3,0.667,2,3,0.667,0,0,,1,0,0,,0,0,0,0,0,0,1,1,6,,mcderdo01
288,Blake Wesley,22,POR,SG,6,0,16.3,2.3,5.7,0.412,0.3,1.7,0.2,2,4,0.5,0.441,1,1.7,0.6,0.3,2,2.3,3.2,1.7,0.2,1.2,2.3,6,,weslebl01
289,Mouhamed Gueye,23,ATL,PF,19,2,16.7,2.5,5.1,0.485,0.6,2.3,0.273,1.8,2.8,0.66,0.546,0.3,0.6,0.5,1.5,2.5,4,1.2,0.4,0.6,0.7,1.8,5.9,,gueyemo02
290,Alex Caruso,31,OKC,SG,14,0,18.4,2,5.1,0.389,1.2,3.4,0.354,0.8,1.7,0.458,0.507,0.6,0.7,0.8,0.3,1.8,2.1,2.5,1.6,0.3,0.8,0.9,5.8,,carusal01
291,Mike Conley,38,MIN,PG,18,5,20.1,1.7,4.3,0.39,1.2,2.9,0.415,0.4,1.3,0.333,0.532,1.2,1.3,0.917,0.3,1.5,1.8,3.5,0.7,0.2,0.8,1.8,5.8,,conlemi01
292,Al Horford,39,GSW,C,12,0,21.8,2,5.8,0.343,1.3,4.2,0.32,0.7,1.7,0.4,0.457,0.5,0.5,1,0.9,3.3,4.3,1.8,1,1,1.3,1.6,5.8,,horfoal01
293,Craig Porter Jr.,25,CLE,PG,17,0,17.4,2.4,4.4,0.533,0.8,1.7,0.448,1.6,2.7,0.587,0.62,0.4,0.7,0.5,1.2,1.7,2.9,2.5,1,0.6,0.8,1,5.8,,portecr01
294,Jamaree Bouyea,26,PHO,PG,3,0,8.3,2,3.3,0.6,1.7,2.3,0.714,0.3,1,0.333,0.85,0,0,,0,0.3,0.3,0.3,0,0.3,0,0.3,5.7,,bouyeja01
295,Kris Murray,25,POR,SF,18,1,24.1,2.2,5.1,0.44,0.5,1.9,0.265,1.7,3.2,0.544,0.489,0.6,0.9,0.688,1.8,2.1,3.8,1.1,1.1,0.2,0.8,1.8,5.6,,murrakr01
296,Jaylin Williams,23,OKC,PF,18,1,18.1,1.8,5.1,0.352,1.3,4.3,0.312,0.4,0.8,0.571,0.484,0.7,0.9,0.765,0.5,4,4.5,2.5,0.6,0.4,1,1.8,5.6,,willija07
297,Jaxson Hayes,25,LAL,C,14,2,17.7,2.3,3.1,0.727,0.1,0.1,1,2.2,3.1,0.721,0.739,0.9,1.2,0.706,1.2,2.9,4.1,1.2,0.4,0.4,0.6,1.6,5.5,,hayesja02
298,Walter Clayton,22,UTA,PG,13,0,15.9,1.8,4.7,0.377,0.8,2.6,0.294,1,2.1,0.481,0.459,1.1,1.1,1,0.5,1.6,2.1,3.2,0.5,0.3,1.4,1.8,5.4,,claytwa01
299,Jared McCain,21,PHI,SG,8,0,14.1,2,6,0.333,1,2.8,0.364,1,3.3,0.308,0.417,0.4,0.5,0.75,0.1,0.9,1,1.1,0.3,0,0.5,1.5,5.4,,mccaija01
300,Jalen Wilson,25,BRK,PF,14,0,15.3,1.7,4.6,0.375,1.2,3.1,0.386,0.5,1.4,0.35,0.508,0.8,1,0.786,0.1,0.9,1,0.6,0.1,0,0.7,1.3,5.4,,wilsoja03
301,RayJ Dennis,24,IND,PG,12,0,13.5,1.8,5.8,0.314,1,3.1,0.324,0.8,2.8,0.303,0.4,0.7,0.8,0.889,0.7,0.9,1.6,2.1,0.3,0.3,1.2,1.3,5.3,,dennira01
302,Jeremiah Robinson-Earl,25,IND,PF,13,3,18.7,2,5,0.4,0.5,1.7,0.318,1.5,3.3,0.442,0.454,0.8,0.8,0.909,2.1,3.2,5.2,0.6,0.5,0,0.6,1.3,5.3,,robinje02
303,Dean Wade,29,CLE,PF,17,2,22.4,1.8,4.9,0.373,1.1,3.6,0.295,0.8,1.3,0.591,0.482,0.6,0.9,0.625,0.9,3.1,3.9,1.6,0.8,0.6,0.4,1.9,5.3,,wadede01
304,Robert Williams,28,POR,C,12,0,13.7,2.5,3.8,0.667,0.1,0.5,0.167,2.4,3.3,0.744,0.678,0.2,0.4,0.4,1.8,2.7,4.5,0.8,0.7,1.3,0.3,0.8,5.3,,williro04
305,Jordan Hawkins,23,NOP,SG,17,0,15.2,1.9,5.8,0.337,0.9,3.2,0.296,1,2.6,0.386,0.418,0.3,0.4,0.714,0.4,1.5,1.8,1,0.2,0.1,0.4,0.6,5.1,,hawkijo01
306,Tyrese Proctor,21,CLE,PG,16,0,11.9,1.6,5,0.325,0.9,3.2,0.275,0.8,1.8,0.414,0.413,0.9,1.1,0.882,0.1,1.1,1.3,1.3,0.3,0,0.4,1.3,5.1,,proctty01
307,Jordan Walsh,21,BOS,PF,14,6,18.6,2,4.1,0.491,0.6,1.6,0.409,1.4,2.5,0.543,0.57,0.4,0.6,0.75,1.2,3.1,4.3,1.1,0.9,0.5,0.4,2.4,5.1,,walshjo01
308,Kevin Love,37,UTA,PF,10,0,13.9,1.5,3.8,0.395,1,3,0.333,0.5,0.8,0.625,0.526,1,1.2,0.833,1,3.4,4.4,2,0.1,0.4,1,1.7,5,,loveke01
309,Terrence Shannon Jr.,25,MIN,SG,9,0,15.6,1.8,4,0.444,0.8,1.7,0.467,1,2.3,0.429,0.542,0.7,1,0.667,0.3,1.9,2.2,1,0.4,0,0.7,1.9,5,,shannte01
310,Matisse Thybulle,28,POR,SG,4,0,12.3,1.5,2.5,0.6,1,1.5,0.667,0.5,1,0.5,0.8,1,1,1,0,1,1,0.8,2.5,0,0.3,1.8,5,,thybuma01
311,Ja'Kobe Walter,21,TOR,SG,16,1,14.8,1.8,3.9,0.444,1.1,2.6,0.429,0.6,1.3,0.476,0.587,0.4,0.4,0.857,0.8,0.8,1.6,0.7,1.1,0.1,0.7,1.7,5,,walteja01
312,Tony Bradley,28,IND,C,17,3,12.9,2,3.5,0.576,0,0.1,0,2,3.4,0.586,0.576,0.9,1.2,0.714,1.8,1.1,2.9,0.7,0.1,0.2,0.4,2.4,4.9,,bradlto01
313,Cam Christie,20,LAC,SG,13,0,10.9,1.4,3.6,0.383,0.6,1.8,0.348,0.8,1.8,0.417,0.468,1.5,2.1,0.741,0.4,1.6,2,0.7,0.3,0.2,0.4,0.6,4.9,,chrisca02
314,Karlo Matković,24,NOP,PF,12,0,11.4,2.2,3.1,0.703,0.3,0.8,0.444,1.8,2.3,0.786,0.757,0.3,0.7,0.375,0.7,2.1,2.8,0.8,0.2,0.5,0.4,1.2,4.9,,matkoka01
315,Bryce McGowens,23,NOP,SG,9,0,10.4,1.4,2.8,0.52,0.4,0.9,0.5,1,1.9,0.529,0.6,1.6,2.1,0.737,0.2,0.8,1,0.8,0.3,0.2,0.3,0.9,4.9,,mcgowbr01
316,KJ Simpson,23,CHO,PG,8,0,13.1,1.9,5.4,0.349,0.8,2,0.375,1.1,3.4,0.333,0.419,0.4,0.5,0.75,0.4,1.6,2,2.5,0.6,0,1.4,1,4.9,,simpskj01
317,Keaton Wallace,26,ATL,PG,17,2,15.5,1.8,4.1,0.443,1.1,2.6,0.432,0.7,1.5,0.462,0.579,0.2,0.5,0.375,0.1,1.6,1.6,2.8,0.8,0.2,0.9,1.5,4.9,,wallake01
318,Pat Spencer,29,GSW,PG,12,0,12.6,1.7,4.7,0.357,0.5,1.5,0.333,1.2,3.2,0.368,0.411,1,1.2,0.857,0.8,1.2,1.9,2.6,0.7,0.1,0.7,1.1,4.8,,spencpa01
319,Maxime Raynaud,22,SAC,C,11,0,13.2,1.9,4.3,0.447,0.1,0.5,0.167,1.8,3.7,0.488,0.457,0.8,1,0.818,0.8,2.5,3.3,0.5,0.4,0.3,0.5,1.6,4.7,,raynama01
320,Nicolas Batum,37,LAC,PF,18,2,18.1,1.5,3.9,0.386,1.4,3.6,0.385,0.1,0.3,0.4,0.564,0.2,0.2,1,0.4,2.3,2.8,0.7,0.9,0.4,0.6,1.8,4.6,,batumni01
321,Oso Ighodaro,23,PHO,PF,19,4,15.9,2.1,3.7,0.557,0,0.1,0,2.1,3.6,0.565,0.557,0.5,1,0.474,0.7,2.5,3.2,1.5,0.6,0.6,1.2,2.4,4.6,,ighodos01
322,Jarred Vanderbilt,26,LAL,PF,14,2,18.4,1.6,3.6,0.44,0.3,1,0.286,1.3,2.6,0.5,0.48,1.1,1.4,0.842,1.4,4.2,5.6,1.5,1,0.4,1.6,1.9,4.6,,vandeja01
323,Rob Dillingham,21,MIN,PG,16,0,10.9,1.8,4.9,0.367,0.3,1.1,0.294,1.5,3.9,0.387,0.399,0.6,0.8,0.692,0.2,1,1.2,2,0.9,0,1.1,1.1,4.5,,dilliro01
324,Eric Gordon,37,PHI,SG,4,0,11,1.8,2.3,0.778,1,1.5,0.667,0.8,0.8,1,1,0,0,,0.3,0.3,0.5,0.8,0.8,0,0.8,0.5,4.5,,gordoer01
325,DeAndre Jordan,37,NOP,C,2,1,11.5,2,2.5,0.8,0,0,,2,2.5,0.8,0.8,0.5,1,0.5,2,3,5,0,0,0,0.5,0.5,4.5,,jordade01
326,Micah Peavy,24,NOP,SG,15,1,14.5,1.9,4.7,0.408,0.2,1.6,0.125,1.7,3.1,0.553,0.43,0.5,0.7,0.7,1.1,1.3,2.5,1.1,0.5,0.1,0.3,1.8,4.5,,peavymi01
327,Olivier-Maxence Prosper,23,MEM,PF,11,0,10.1,1.3,2.8,0.452,0.1,0.8,0.111,1.2,2,0.591,0.468,1.8,2,0.909,0.8,1.5,2.4,0.5,0.2,0.1,0.5,0.5,4.5,,prospol01
328,Antonio Reeves,25,CHO,SG,2,0,10.5,1.5,3,0.5,1.5,2.5,0.6,0,0.5,0,0.75,0,0,,0.5,0.5,1,0,0,0,0,0.5,4.5,,reevean01
329,Trayce Jackson-Davis,25,GSW,C,12,1,12.3,1.7,3.2,0.526,0,0,,1.7,3.2,0.526,0.526,1.1,1.7,0.65,1.8,1.5,3.3,1,0.3,0.6,0.7,1.6,4.4,,jackstr02
330,Kelly Olynyk,34,SAS,C,8,0,11.9,1.4,3,0.458,0.4,1.4,0.273,1,1.6,0.615,0.521,1.3,1.6,0.769,1,1.9,2.9,2.3,0.4,0,1.1,1.8,4.4,,olynyke01
331,Sidy Cissoko,21,POR,SF,14,5,16.8,1.6,3.9,0.407,0.6,2.1,0.276,1,1.8,0.56,0.481,0.6,1,0.571,0.6,1.4,2,1.4,0.6,0,0.9,2,4.3,,cissosi01
332,Jaylen Clark,24,MIN,SG,16,0,15.3,1.5,3.6,0.414,0.6,1.6,0.346,0.9,2,0.469,0.491,0.7,1.3,0.55,1.3,1.2,2.5,0.6,0.9,0.1,0.4,2.1,4.3,,clarkja02
333,Pat Connaughton,33,CHO,SG,12,0,9.7,1.5,3.1,0.486,0.8,2,0.375,0.8,1.1,0.692,0.608,0.5,0.8,0.667,0.3,1.6,1.9,0.6,0.4,0.1,0.3,0.4,4.3,,connapa01
334,Dereck Lively II,21,DAL,C,7,4,16.4,1.6,2.6,0.611,0,0,,1.6,2.6,0.611,0.611,1.1,1.4,0.8,2,3.3,5.3,1.9,0.6,1.6,1.4,3,4.3,,livelde01
335,Pete Nance,25,MIL,PF,3,0,3.3,1.7,2,0.833,1,1.3,0.75,0.7,0.7,1,1.083,0,0,,0,0.7,0.7,0.3,0,0,0,0,4.3,,nancepe01
336,Javon Small,23,MEM,PG,8,0,12.4,1.3,3.5,0.357,0.8,2.4,0.316,0.5,1.1,0.444,0.464,1,1.3,0.8,0.1,0.9,1,2.8,0,0.1,1,0.9,4.3,,smallja01
337,Tristan Vukcevic,22,WAS,C,14,1,9.1,1.6,3.6,0.431,0.5,1.7,0.292,1.1,1.9,0.556,0.5,0.6,0.9,0.667,0.4,1.5,1.9,0.6,0.4,0.5,1,1.2,4.2,,vukcetr01
338,Liam McNeeley,20,CHO,SF,12,0,13.4,1.1,3.5,0.31,0.8,2.3,0.357,0.3,1.2,0.214,0.429,1.1,1.3,0.867,0.4,1.8,2.2,1,0.2,0.1,0.6,1.6,4.1,,mcneeli01
339,Nick Richards,28,PHO,C,19,2,10.3,1.5,2.9,0.527,0,0,,1.5,2.9,0.527,0.527,1,1.5,0.679,1.4,2.2,3.6,0.3,0.1,0.6,1,1.4,4.1,,richani01
340,Malaki Branham,22,WAS,SG,7,0,6.9,1.1,2.4,0.471,0.3,1.3,0.222,0.9,1.1,0.75,0.529,1.4,1.7,0.833,0.4,0.9,1.3,0.7,0.1,0,0.4,0.4,4,,branhma01
341,Koby Brea,23,PHO,SG,1,0,4,1,2,0.5,0,1,0,1,1,1,0.5,2,2,1,0,0,0,1,0,0,0,0,4,,breako01
342,Nique Clifford,23,SAC,SG,15,2,16.7,1.3,3.9,0.345,0.5,1.8,0.296,0.8,2.1,0.387,0.414,0.8,1.2,0.667,0.7,2,2.7,1.9,0.4,0.3,0.7,2.1,4,,cliffni01
343,Taylor Hendricks,22,UTA,PF,11,3,14.3,1.5,4,0.364,0.5,1.8,0.25,1,2.2,0.458,0.42,0.6,0.9,0.7,1.5,2.2,3.7,0.5,0.5,0.3,0.5,0.5,4,,hendrta01
344,Keshad Johnson,24,MIA,SF,8,0,11.4,1.4,4.1,0.333,0.5,1.9,0.267,0.9,2.3,0.389,0.394,0.8,0.9,0.857,1,1.9,2.9,0.1,0.4,0.5,0.4,1,4,,johnske10
345,Noah Penda,21,ORL,SF,10,0,9.4,1.4,2.7,0.519,0.5,0.7,0.714,0.9,2,0.45,0.611,0.7,0.9,0.778,1.6,1.5,3.1,1.2,0.1,0.3,0.4,0.9,4,,pendano01
346,James Wiseman,24,IND,C,1,1,20,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,4,0,4,0,0,1,3,2,4,,wisemja01
347,Bones Hyland,25,MIN,PG,13,0,9.1,1.5,3.2,0.488,0.6,1.9,0.32,0.9,1.2,0.75,0.585,0.2,0.3,0.75,0.2,1,1.2,1.4,0.5,0,0.6,1.1,3.9,,hylanbo01
348,Asa Newell,20,ATL,PF,12,0,8,1.3,2.8,0.471,0.7,1.5,0.444,0.7,1.3,0.5,0.588,0.6,0.8,0.778,0.8,0.8,1.6,0.3,0.4,0.3,0.3,1.2,3.9,,newelas01
349,Branden Carlson,26,OKC,C,13,0,8.4,1.5,3.2,0.488,0.5,1.5,0.3,1.1,1.6,0.667,0.561,0.2,0.4,0.6,0.5,1.3,1.8,0.6,0.2,0.6,0.2,0.9,3.8,,carlsbr01
350,David Jones García,24,SAS,SF,6,0,8.2,1.7,3.2,0.526,0.2,0.3,0.5,1.5,2.8,0.529,0.553,0.3,0.8,0.4,0.7,1.2,1.8,2.2,0.7,0.2,0.5,0.5,3.8,,jonesda06
351,Larry Nance Jr.,33,CLE,PF,15,2,15.3,1.5,4.3,0.359,0.7,2.1,0.313,0.9,2.1,0.406,0.438,0.1,0.2,0.333,0.7,2.1,2.8,1.3,0.6,0.3,0.6,2.4,3.8,,nancela02
352,Baylor Scheierman,25,BOS,SG,14,0,11.7,1.4,2.2,0.613,0.9,1.7,0.542,0.4,0.5,0.857,0.823,0.1,0.1,1,0.4,1.6,2.1,0.5,0.2,0.1,0.2,1.3,3.7,,scheiba01
353,Julian Strawther,23,DEN,SG,9,0,7.9,1.2,3.3,0.367,0.2,1.8,0.125,1,1.6,0.643,0.4,1,1.4,0.692,0,1.6,1.6,0.4,0,0.1,0.3,0.7,3.7,,strawju01
354,Jamison Battle,24,TOR,SF,14,0,6.9,1.3,1.9,0.667,0.8,1.2,0.647,0.5,0.7,0.7,0.87,0.2,0.2,1,0.1,1.1,1.1,0.1,0.1,0.1,0.4,0.6,3.6,,battlja01
355,Chaz Lanier,24,DET,SG,12,0,10.8,1.2,3.3,0.35,1,3,0.333,0.2,0.3,0.5,0.5,0.3,0.3,1,0.5,0.7,1.2,0.8,0.3,0,0.1,0.3,3.6,,laniech01
356,Mitchell Robinson,27,NYK,C,10,9,17.1,1.7,2.6,0.654,0,0,,1.7,2.6,0.654,0.654,0.2,0.9,0.222,4.4,3.5,7.9,0.9,0.7,1.1,0.7,2.6,3.6,,robinmi01
357,Charles Bassey,25,MEM,C,2,0,15.5,1.5,4,0.375,0,0,,1.5,4,0.375,0.375,0.5,1.5,0.333,3.5,4,7.5,1,0.5,0.5,0.5,2.5,3.5,,bassech01
358,Clint Capela,31,HOU,C,15,0,10.5,1.5,2.7,0.55,0,0,,1.5,2.7,0.55,0.55,0.5,0.7,0.8,2.5,2.3,4.7,0.4,0.5,0.5,0.3,0.9,3.5,,capelca01
359,Jordan McLaughlin,29,SAS,PG,8,0,9.3,1.3,3,0.417,0.6,1.9,0.333,0.6,1.1,0.556,0.521,0.4,0.4,1,0.4,0.4,0.8,1.3,0.9,0,0.3,0.9,3.5,,mclaujo01
360,Jabari Walker,23,PHI,PF,17,5,12.8,1.4,3.1,0.453,0.2,0.9,0.25,1.2,2.2,0.541,0.491,0.4,0.4,0.857,1.3,1.8,3.1,0.6,0.1,0.2,0.5,1.6,3.4,,walkeja01
361,Moussa Cisse,23,DAL,C,15,1,10.5,1.3,2.1,0.645,0,0,,1.3,2.1,0.645,0.645,0.6,1.7,0.36,1.5,2.1,3.6,0.2,0.3,1.2,0.9,1.9,3.3,,cissemo01
362,Duop Reath,29,POR,C,15,0,7.3,1.2,2.1,0.563,0.9,1.8,0.519,0.3,0.3,0.8,0.781,0,0,,0.1,0.5,0.7,0.3,0.1,0.1,0.1,0.7,3.3,,reathdu01
363,Ben Saraf,19,BRK,SG,7,5,13.9,1,3.9,0.259,0.4,1.9,0.231,0.6,2,0.286,0.315,0.9,1.1,0.75,0.4,1.4,1.9,2.4,0.3,0,1.3,1.9,3.3,,sarafbe01
364,Gabe Vincent,29,LAL,PG,6,3,21,1,3.2,0.316,0.8,2.7,0.313,0.2,0.5,0.333,0.447,0.5,0.5,1,0.2,0.5,0.7,1.3,0.7,0,0.7,2.2,3.3,,vincega01
365,Tyler Kolek,24,NYK,PG,13,0,8.9,1.2,2.7,0.457,0.4,1.3,0.294,0.8,1.4,0.611,0.529,0.2,0.5,0.5,0.2,0.5,0.7,1.7,0.2,0,0.5,0.9,3.1,,kolekty01
366,Gary Payton II,33,GSW,SG,19,1,11.1,1.4,3,0.456,0.3,1.1,0.25,1.1,1.9,0.568,0.5,0.1,0.1,1,0.8,2,2.8,1.5,0.6,0.3,0.5,1.4,3.1,,paytoga02
367,Tidjane Salaün,20,CHO,PF,7,0,11.9,1,2.7,0.368,0.6,1.7,0.333,0.4,1,0.429,0.474,0.6,0.9,0.667,0.7,2.9,3.6,0.7,0.3,0.1,0.4,1.1,3.1,,salauti01
368,Mark Sears,23,MIL,PG,7,0,3.7,0.9,1.9,0.462,0.6,1.1,0.5,0.3,0.7,0.4,0.615,0.9,1.1,0.75,0.1,0.1,0.3,0.3,0,0,0.6,0.6,3.1,,searsma01
369,Kobe Brown,26,LAC,PF,11,0,9.8,1.1,2.4,0.462,0.5,1.4,0.333,0.6,1,0.636,0.558,0.4,0.4,1,0.5,1.1,1.6,1,0,0,0.5,0.4,3,,brownko01
370,Justin Champagnie,24,WAS,SF,15,3,10.7,0.9,2.5,0.378,0.1,0.9,0.143,0.8,1.5,0.522,0.405,1,1.2,0.833,1.4,1.7,3.1,0.7,0.6,0.1,0.2,1.2,3,,champju01
371,Ousmane Dieng,22,OKC,C,14,0,11,1.1,3.1,0.372,0.4,1.5,0.286,0.7,1.6,0.455,0.442,0.3,0.3,1,0.3,1.4,1.7,0.8,0.1,0.4,0.4,0.9,3,,diengou01
372,Kyle Lowry,39,PHI,PG,1,0,3,1,1,1,1,1,1,0,0,,1.5,0,0,,0,0,0,1,1,0,0,0,3,,lowryky01
373,Riley Minix,25,SAS,SF,3,0,2.7,1.3,2,0.667,0.3,1,0.333,1,1,1,0.75,0,0,,0.3,0.3,0.7,0.3,0.3,0,0,0.3,3,,minixri01
374,Monte Morris,30,IND,PG,6,0,10.8,1.2,3.3,0.35,0.3,1.3,0.25,0.8,2,0.417,0.4,0.3,0.7,0.5,0.2,1,1.2,1.5,0.2,0.2,0.3,0.5,3,,morrimo01
375,Ryan Nembhard,22,DAL,PG,6,0,10.3,1.3,3.7,0.364,0,1,0,1.3,2.7,0.5,0.364,0.3,0.5,0.667,0.2,0.5,0.7,2.7,0,0,1,0.5,3,,nembhry01
376,Ochai Agbaji,25,TOR,SG,13,1,13.2,1.2,3.1,0.375,0.1,1.2,0.063,1.1,1.8,0.583,0.388,0.5,0.8,0.7,0.2,1.5,1.7,0.6,0.4,0.1,0.3,1.7,2.9,,agbajoc01
377,JD Davison,23,HOU,PG,7,0,7.4,1.1,1.7,0.667,0.6,1,0.571,0.6,0.7,0.8,0.833,0,0.3,0,0,0.1,0.1,1.1,0.4,0.1,0,0.4,2.9,,davisjd01
